Ja,authors,title,journal,abstract,year,doi,Quelle,Themenkomplex,ÖSL,Biodiv-Facette,Einfluss,Methode,Notiz zum Vote Count,Ort,Ort Details,Lebensraum,Art(en),Ökologische Einheit,Artengruppe,ESGroup,Boden?,Lebensraum_Gruppiert,CICES-Bereich,CICES-Gruppe,CICES-Klasse,CICES-Code,Bereich-Kurz,Klasse kurz
Ja,"Kaiser, T, Ahlborn, J",Long-term vegetation monitoring in the floodplain grasslands of the lower Havel Valley (northeastern Germany) and conclusions for sustainable management practices,JOURNAL FOR NATURE CONSERVATION,"As a result of water regulation measures and the subsequent introduction of intensive use practices, riverine floodplains have suffered severe habitat and species losses. With the changed economic conditions and decrease in animal stocking rates after 1990, opportunities arose for the partial restoration of species-rich vegetation areas in East Germany. Sixty permanent plots were established in the lower Havel Valley in the federal state of Brandenburg from 1993 to 1999. We studied the effects of extensification and partial rewetting in this area during a monitoring programme that lasted until 2018. For this purpose, groundwater levels, historical land use, and soil chemical parameters were investigated, and the soil seed bank and phytosociological releve ' s were sampled. Previous research has shown that an extended period of intensive grassland use eliminates the possibility of success in short- to medium-term natural restoration because of the lack of suitable propagules. Our question was as follows: how does a floodplain grassland respond to extensification and decreased water regulation in an area that experienced a shorter period of intensification in the past, such as the lower Havel floodplain? Tests of soil samples showed a depleted soil seed bank at the beginning of the monitoring period, but the seed bank was less depleted than those in other areas. Using cluster analysis followed by discriminant analysis, we identified water regime parameters and historical land-use intensity as the main drivers of vegetation differentiation. The classification resulted in the differentiation of vegetation into 13 plant communities. Plant communities were combined into 5 main groups based on their location in the ordination diagram of a detrended correspondence analysis. The shift in group centroids over time correlated with increases in the species diversity and moisture level for all groups. The altered species composition as a result of the changed water regime after 1990 influenced the usability of the grassland differently depending on the relief level. At the end of monitoring, vegetation at sites in the mesic moisture range was determined to have the highest fodder quality observed in this study. With increasing mean groundwater levels, the forage quality of the vegetation decreased until it was so low that the vegetation was hardly suitable for use as animal forage. The plant species diversity was negatively correlated with the plant-available P and Ellenberg N indicator value. Plant-available P, K and Mg showed evidence of leaching during the later study period. The abundance of red-listed species and extensive-use indicator species increased over the course of the study period. This positive trend was reversed by the extreme flood event in the summer of 2013. However, the high species richness and the species compositions of the reference communities were not equal in the other communities, even after almost 30 years of extensification. This finding underlines the importance of the few remaining meadows that are rich in typical floodplain species as donor areas of autochthonous seeds. The results of this study are discussed in light of sustainable management practices and global climate change.",2021,10.1016/j.jnc.2021.126053,Gesamtreview,Stabilität und Resilienz,Überflutungsresistenz,Artenzusammensetzung,ja,Feld,Überflutete vs. moderat Feuchte vs. trockene Auenweiden,Deutschland,Rathenow,Auen,"Dt. Weidelgras, Wiesen-Lieschgras, Wiesen-Schwingel, Gemeine schafgarbe usw.",Bestand,Pflanzen,Hochwasserschutz,,Binnengewässer und Auen,"Regulierung der physikalischen, chemischen und biologischen Bedingungen",Regulierung von Basisflüssen und Extremereignissen,Erhalt des Wasserhaushalts und des Abflussregimes (einschließlich Hochwasserschutz und Küstenschutz),2.2.1.3,Regulierung,Erhalt des Wasserhaushalts
Ja,"Wright, AJ, de Kroon, H, Visser, EJW, Buchmann, T, Ebeling, A, Eisenhauer, N, Fischer, C, Hildebrandt, A, Ravenek, J, Roscher, C, Weigelt, A, Weisser, W, Voesenek, LACJ, Mommer, L",Plants are less negatively affected by flooding when growing in species-rich plant communities,NEW PHYTOLOGIST,"Flooding is expected to increase in frequency and severity in the future. The ecological consequences of flooding are the combined result of species-specific plant traits and ecological context. However, the majority of past flooding research has focused on individual model species under highly controlled conditions. An early summer flooding event in a grassland biodiversity experiment in Jena, Germany, provided the opportunity to assess flooding responses of 60 grassland species in monocultures and 16-species mixtures. We examined plant biomass, species-specific traits (plant height, specific leaf area (SLA), root aerenchyma, starch content) and soil porosity. We found that, on average, plant species were less negatively affected by the flood when grown in higher-diversity plots in July 2013. By September 2013, grasses were unaffected by the flood regardless of plant diversity, and legumes were severely negatively affected regardless of plant diversity. Plants with greater SLA and more root aerenchyma performed better in September. Soil porosity was higher in higher-diversity plots and had a positive effect on plant performance. As floods become more frequent and severe in the future, growing flood-sensitive plants in higher-diversity communities and in soil with greater soil aeration may attenuate the most negative effects of flooding.",2017,10.1111/nph.14185,Gesamtreview,Stabilität und Resilienz,Überflutungsresistenz,Artidentität,ja,Feld,Mono vs. Mix Gras / Leguminosen und STauden,Deutschland,Jena,Grünland,,Bestand,,Hochwasserschutz,,Agrar- und Offenland,"Regulierung der physikalischen, chemischen und biologischen Bedingungen",Regulierung von Basisflüssen und Extremereignissen,Erhalt des Wasserhaushalts und des Abflussregimes (einschließlich Hochwasserschutz und Küstenschutz),2.2.1.3,Regulierung,Erhalt des Wasserhaushalts
Ja,"Schoutens, K, Heuner, M, Fuchs, E, Minden, V, Schulte-Ostermann, T, Belliard, JP, Bouma, TJ, Temmerman, S",Nature-based shoreline protection by tidal marsh plants depends on trade-offs between avoidance and attenuation of hydrodynamic forces,ESTUARINE COASTAL AND SHELF SCIENCE,"In face of growing land-flooding and shoreline-erosion risks along coastal and estuarine shorelines, tidal marshes are increasingly proposed as part of nature-based protection strategies. While the effect of plant species traits on their capacity to attenuate waves and currents has been extensively studied, the effect of species traits on their capacity to cope with and grow under wave and current forces has received comparatively less attention. We studied the relationships between species zonation and the associated two-way interactions between species traits and hydrodynamics, by quantifying the effectiveness of avoidance and attenuation of hydrodynamic forces under field conditions. Measurements were done for two pioneer tidal marsh species in the brackish part of the Elbe estuary (Germany). Schoenoplectus tabernaemontani (S. tabernaemontani), which grows as a single stem without leaves and Bolboschoenus maritimus (B. maritimus) which grows as a triangular stem with multiple leaves. Our results reveal that S. tabernaemontani grows more seaward being exposed to stronger hydrodynamic forces than B. maritimus. The stems of S. tabernaemontani have, in comparison to B. maritimus, a lower flexural stiffness and less biomass, which decrease the experienced drag forces, thereby favoring its capacity to avoid hydrodynamic stress. At the same time, these plant traits which favor such avoidance capacity, were shown to also result in a lower capacity to attenuate waves and currents. Hence this implies that there are trade-offs between avoiding and attenuating hydrodynamic forces. Most efficient attenuation of waves and currents is thus only reached when species have the ability to grow under the prevailing hydrodynamic forces. Therefore, we argue that the two-way interaction between plants and hydrodynamics contributes to species zonation. The presence of this species zonation in turn enhances the overall efficiency of nature-based shoreline protection in pioneer tidal marshes.",2020,10.1016/j.ecss.2020.106645,Gesamtreview,Stabilität und Resilienz,Wellenabschwächung (Hochwasserschutz),Artidentität,ja,Feld,Küstenregionen mit B. maritimus bessere Wellenabschwächung als solche mit S. tabernaemontani,Deutschland,"Balje, Hollerwetten",Küste und Küstengewässer,"Gewöhnliche Strandsimse, Salz-Teichbinse",Art,,Hochwasserschutz,,Küste und Küstengewässer,"Regulierung der physikalischen, chemischen und biologischen Bedingungen",Regulierung von Basisflüssen und Extremereignissen,Erhalt des Wasserhaushalts und des Abflussregimes (einschließlich Hochwasserschutz und Küstenschutz),2.2.1.3,Regulierung,Erhalt des Wasserhaushalts
Ja,"Walz, U., Richter, B., Grunewald, K.",Indicators on the ecosystem service “regulation service of floodplains”.,Ecological Indicators,"The capacity to absorb and retain surface waters in the floodplain in case of floods and thus prevent or reduce threats to settlement areas through flooding is an important aspect among others within the ecosystem service “Regulation service of floodplains”. Two simplified indicators for measuring the potential flood retention in Germany are proposed here: the “Area for flood retention” on the one hand and the “Proportion of built-up areas in the current floodplain” on the other. The results for the 79 largest rivers of Germany, which are also presented in the form of a map, show among other things that only around 35% of the morphological floodplain in Germany still serve for natural flood retention. In the short period between 2010 and 2015 alone, the area for flood retention decreased by 7.3 km2 (0.13%) nationwide due to the increase in the settlement and traffic area. Capturing the ecosystem service of floodplains also for smaller rivers would make sense from a flood protection perspective. It is also necessary to regularly capture any change of the current floodplain due to embankments and dyke relocations that currently cannot be deduced from available geodata. A political aim in Germany is to significantly increase the retention areas within the next few years. Our results show that huge efforts are necessary in order to reach this aim, which would directly contribute to the prevention of flood damage.",2019,10.1016/j.ecolind.2019.01.073,BuA-Kapitel,Kohlenstoffkreislauf,Resilienz gegenüber den Folgen des Klimawandels,Landschaftsdiversität,pos,Feld,"Überschwemmungs-gebiete und Ufervegetation, Biber",,,,,,,Hochwasserschutz,,Binnengewässer und Auen,"Regulierung der physikalischen, chemischen und biologischen Bedingungen",Regulierung von Basisflüssen und Extremereignissen,Erhalt des Wasserhaushalts und des Abflussregimes (einschließlich Hochwasserschutz und Küstenschutz),2.2.1.3,Regulierung,Erhalt des Wasserhaushalts
Ja,"Kahle, P, Janssen, M",Impact of short-rotation coppice with poplar and willow on soil physical properties,JOURNAL OF PLANT NUTRITION AND SOIL SCIENCE,"As the land area of short-rotation coppice (SRC) increases, their soil physical impacts have to be evaluated. The objective of this study was to detect the effects of long-term SRC with poplar and willow on the vertical distribution of soil physical properties (bulk density, water retention, penetration resistance) and on solute transport patterns. An 18-year-old SRC located in northeastern Germany was compared to an adjacent continuous arable cropping system by means of soil sampling, penetrologger measurements and dye tracer experiments. The topsoil's bulk density was significantly lower under SRC than under cropland. This effect was especially pronounced in the uppermost 10 cm, where also the air capacity and the plant-available water content were higher under SRC. The penetration resistance in 25-50 cm depth was reduced under SRC compared to the cropland, indicating a loosening of the plough pan. Dye tracer experiments showed that the importance of preferential flow was higher under SRC due to tree root channels and an increasing colonisation with invertebrates. SRC has ecologically advantageous effects on soil physical properties of the topsoil, however, combined with an enhanced risk of preferential solute transport upon application of agrochemicals.",2020,10.1002/jpln.201900443,Gesamtreview,Stabilität und Resilienz,Wasserrückhaltefähigkeit,Landschaftsdiversität,pos,Feld,SRC vs. konventioneller Ackerbau,Deutschland,Gülzow,Agrar,"Pappel, Weide",Ökosystem,,Hochwasserschutz,,Agrar- und Offenland,"Regulierung der physikalischen, chemischen und biologischen Bedingungen",Regulierung von Basisflüssen und Extremereignissen,Erhalt des Wasserhaushalts und des Abflussregimes (einschließlich Hochwasserschutz und Küstenschutz),2.2.1.3,Regulierung,Erhalt des Wasserhaushalts
Ja,"Guckland, A, Jacob, M, Flessa, H, Thomas, FM, Leuschner, C","Acidity, nutrient stocks, and organic-matter content in soils of a temperate deciduous forest with different abundance of European beech (Fagus sylvatica L.)",JOURNAL OF PLANT NUTRITION AND SOIL SCIENCE,"The production and composition of leaf litter, soil acidity, exchangeable nutrients, and the amount and distribution of soil organic matter were analyzed in a broad-leaved mixed forest on loess over limestone in Central Germany. The study aimed at determining the current variability of surface-soil acidification and nutrient status, and at identifying and evaluating the main factors that contributed to the variability of these soil properties along a gradient of decreasing predominance of European beech (Fagus sylvatica L.) and increasing tree-species diversity. Analyses were carried out in (1) mature monospecific stands with a predominance of beech (DL 1), (2) mature stands dominated by three deciduous-tree species (DL 2: beech, ash [Fraxinus excelsior L.], lime [Tilia cordata Mill. and/or T platyphyllos Scop.]), and (3) mature stands dominated by five deciduous-tree species (DL 3: beech, ash, lime, hombeam [Carpinus betulus L.], maple [Acer pseudoplatanus L. and/or A. platanoides L.]). The production of leaf litter was similar in all stands (3.2 to 3.9 Mg dry matter ha(-1) y(-1)) but the total quantity of Ca and Mg deposited on the soil surface by leaf litter increased with increasing tree-species diversity and decreasing abundance of beech (47 to 88 kg Ca ha(-1) y(-1); 3.8 to 7.9 kg Mg ha(-1) y(-1)). The soil pH((H2O)) and base saturation (BS) measured at three soil depths down to 30 cm (0-10 cm, 10-20 cm, 20-30 cm) were lower in stands dominated by beech (pH = 4.2 to 4.4, BS = 15% to 20%) than in mixed stands (pH = 5.1 to 6.5, BS = 80% to 100%). The quantities of exchangeable Al and Mn increased with decreasing pH and were highest beneath beech. Total stocks of exchangeable Ca (0-30 cm) were 12 to 15 times larger in mixed stands (6660 to 9650 kg ha(-1)) than in beech stands (620 kg ha(-1)). Similar results were found for stocks of exchangeable Mg that were 4 to 13 times larger in mixed stands (270 to 864 kg ha(-1)) than in beech stands (66 kg ha(-1)). Subsoil clay content and differences in litter composition were identified as important factors that contributed to the observed variability of soil acidification and stocks of exchangeable Ca and Mg. Organic-C accumulation in the humus layer was highest in beech stands (0.81 kg m(-2)) and lowest in stands with the highest level of tree-species diversity and the lowest abundance of beech (0.27 kg m(-2)). The results suggest that redistribution of nutrients via leaf litter has a high potential to increase BS in these loess-derived surface soils that are underlain by limestone. Species-related differences of the intensity of soil-tree cation cycling can thus influence the rate of soil acidification and the stocks and distribution of nutrients.",2009,10.1002/jpln.200800072,Gesamtreview,Kohlenstoffkreislauf,Kohlenstoffspeicherung,Artenvielfalt,neg,Feld,Buche vs. Mix Buche/Esche/Linde vs. Mix Buche/Esche/Linde/Hornbuche/Ahorn ,Deutschland,Hainich Nationalpark,Wald,"Buche, Esche,Linde, Hornbuche, Ahorn",Bestand,Bäume,Kohlenstoffspeicherung,,Wald,"Regulierung der physikalischen, chemischen und biologischen Bedingungen",Atmosphärische Zusammensetzung und Bedingungen,Regulierung der chemischen Zusammensetzung der Atmosphäre und der Ozeane,2.2.6.1,Regulierung,Regulierung der chemischen Zusammensetzung
Ja,"Lange, M, Roth, VN, Eisenhauer, N, Roscher, C, Dittmar, T, Fischer-Bedtke, C, Mace, OG, Hildebrandt, A, Milcu, A, Mommer, L, Oram, NJ, Ravenek, J, Scheu, S, Schmid, B, Strecker, T, Wagg, C, Weigelt, A, Gleixner, G",Plant diversity enhances production and downward transport of biodegradable dissolved organic matter,JOURNAL OF ECOLOGY,"Plant diversity is an important driver of below-ground ecosystem functions, such as root growth, soil organic matter (SOM) storage and microbial metabolism, mainly by influencing the interactions between plant roots and soil. Dissolved organic matter (DOM), as the most mobile form of SOM, plays a crucial role for a multitude of soil processes that are central for ecosystem functioning. Thus, DOM is likely to be an important mediator of plant diversity effects on soil processes. However, the relationships between plant diversity and DOM have not been studied so far. We investigated the mechanisms underlying plant diversity effects on concentrations of DOM using continuous soil water sampling across 6 years and 62 plant communities in a long-term grassland biodiversity experiment in Jena, Germany. Furthermore, we investigated plant diversity effects on the molecular properties of DOM in a subset of the samples. Although DOM concentrations were highly variable over the course of the year with highest concentrations in summer and autumn, we found that DOM concentrations consistently increased with plant diversity across seasons. The positive plant diversity effect on DOM concentrations was mainly mediated by increased microbial activity and newly sequestered carbon in topsoil. However, the effect of soil microbial activity on DOM concentrations differed between seasons, indicating DOM consumption in winter and spring, and DOM production in summer and autumn. Furthermore, we found increased contents of small and easily decomposable DOM molecules reaching deeper soil layers with high plant diversity. Synthesis. Our findings suggest that plant diversity enhances the continuous downward transport of DOM in multiple ways. On the one hand, higher plant diversity results in higher DOM concentrations, on the other hand, this DOM is less degraded. This study indicates, for the first time, that higher plant diversity enhances the downward transport of dissolved molecules that likely stimulate soil development in deeper layers and therefore increase soil fertility.",2021,10.1111/1365-2745.13556,Gesamtreview,Kohlenstoffkreislauf,Kohlenstoffspeicherung,Artenvielfalt,pos,Feld,Pflanzenvielfalt in Grasland wirkt sich positiv auf dissolved organic matter aus,Deutschland,Jena,Agrar- und Offenland,,Feld,Pflanzen,Kohlenstoffspeicherung,,Agrar- und Offenland,"Regulierung der physikalischen, chemischen und biologischen Bedingungen",Atmosphärische Zusammensetzung und Bedingungen,Regulierung der chemischen Zusammensetzung der Atmosphäre und der Ozeane,2.2.6.1,Regulierung,Regulierung der chemischen Zusammensetzung
Ja,"Prommer, J, Walker, TWN, Wanek, W, Braun, J, Zezula, D, Hu, YT, Hofhansl, F, Richter, A","Increased microbial growth, biomass, and turnover drive soil organic carbon accumulation at higher plant diversity",GLOBAL CHANGE BIOLOGY,"Species-rich plant communities have been shown to be more productive and to exhibit increased long-term soil organic carbon (SOC) storage. Soil microorganisms are central to the conversion of plant organic matter into SOC, yet the relationship between plant diversity, soil microbial growth, turnover as well as carbon use efficiency (CUE) and SOC accumulation is unknown. As heterotrophic soil microbes are primarily carbon limited, it is important to understand how they respond to increased plant-derived carbon inputs at higher plant species richness (PSR). We used the long-term grassland biodiversity experiment in Jena, Germany, to examine how microbial physiology responds to changes in plant diversity and how this affects SOC content. The Jena Experiment considers different numbers of species (1-60), functional groups (1-4) as well as functional identity (small herbs, tall herbs, grasses, and legumes). We found that PSR accelerated microbial growth and turnover and increased microbial biomass and necromass. PSR also accelerated microbial respiration, but this effect was less strong than for microbial growth. In contrast, PSR did not affect microbial CUE or biomass-specific respiration. Structural equation models revealed that PSR had direct positive effects on root biomass, and thereby on microbial growth and microbial biomass carbon. Finally, PSR increased SOC content via its positive influence on microbial biomass carbon. We suggest that PSR favors faster rates of microbial growth and turnover, likely due to greater plant productivity, resulting in higher amounts of microbial biomass and necromass that translate into the observed increase in SOC. We thus identify the microbial mechanism linking species-rich plant communities to a carbon cycle process of importance to Earths climate system.",2020,10.1111/gcb.14777,Gesamtreview,Kohlenstoffkreislauf,Kohlenstoffspeicherung,Artenvielfalt,pos,Feld,"Pflanzendiversität hat direkte positive Auswirkungen auf Wurzelbiomasse, mikrobielles Wachstum und Mikrobielle Biomasse ",Deutschland,Jena,Agrar- und Offenland,,Bestand,Pflanzen,Kohlenstoffspeicherung,Ja,Agrar- und Offenland,"Regulierung der physikalischen, chemischen und biologischen Bedingungen",Atmosphärische Zusammensetzung und Bedingungen,Regulierung der chemischen Zusammensetzung der Atmosphäre und der Ozeane,2.2.6.1,Regulierung,Regulierung der chemischen Zusammensetzung
Ja,"Schittko, C, Onandia, G, Bernard-Verdier, M, Heger, T, Jeschke, JM, Kowarik, I, Maass, S, Joshi, J",Biodiversity maintains soil multifunctionality and soil organic carbon in novel urban ecosystems,JOURNAL OF ECOLOGY,"Biodiversity in urban ecosystems has the potential to increase ecosystem functions and support a suite of services valued by society, including services provided by soils. Specifically, the sequestration of carbon in soils has often been advocated as a solution to mitigate the steady increase in CO2 concentration in the atmosphere as a key driver of climate change. However, urban ecosystems are also characterized by an often high level of ecological novelty due to profound human-mediated changes, such as the presence of high numbers of non-native species, impervious surfaces or other disturbances. Yet it is poorly understood whether and how biodiversity affects ecosystem functioning and services of urban soils under these novel conditions. In this study, we assessed the influence of above- and below-ground diversity, as well as urbanization and plant invasions, on multifunctionality and organic carbon stocks of soils in non-manipulated grasslands along an urbanization gradient in Berlin, Germany. We focused on plant diversity (measured as species richness and functional trait diversity) and, in addition, on soil organism diversity as a potential mediator for the relationship of plant species diversity and ecosystem functioning. Our results showed positive effects of plant diversity on soil multifunctionality and soil organic carbon stocks along the entire gradient. Structural equation models revealed that plant diversity enhanced soil multifunctionality and soil organic carbon by increasing the diversity of below-ground organisms. These positive effects of plant diversity on soil multifunctionality and soil fauna were not restricted to native plant species only, but were also exerted by non-native species, although to a lesser degree. Synthesis. We conclude that enhancing diversity in plants and soil fauna of urban grasslands can increase the multifunctionality of urban soils and also add to their often underestimated but very valuable role in mitigating effects of climate change.",2022,10.1111/1365-2745.13852,Gesamtreview,Kohlenstoffkreislauf,Kohlenstoffspeicherung,Artenvielfalt,pos,Feld,"Urbanes Grasland, SOC, Pflanzenartenvielfalt",Deutschland,Berlin,Urbane Räume,Gräser,Ökosystem,Pflanzen,Kohlenstoffspeicherung,,Urbane Räume,"Regulierung der physikalischen, chemischen und biologischen Bedingungen",Atmosphärische Zusammensetzung und Bedingungen,Regulierung der chemischen Zusammensetzung der Atmosphäre und der Ozeane,2.2.6.1,Regulierung,Regulierung der chemischen Zusammensetzung
Ja,"Onandia, G, Schittko, C, Ryo, M, Bernard-Verdier, M, Heger, T, Joshi, J, Kowarik, I, Gessler, A","Ecosystem functioning in urban grasslands: The role of biodiversity, plant invasions and urbanization",PLOS ONE,"Urbanization is driving the transformation of natural and rural ecosystems worldwide by affecting both the abiotic environment and the biota. This raises the question whether urban ecosystems are able to provide services in a comparable way to their non-urban counterparts. In urban grasslands, the effects of urbanization-driven ecological novelty and the role of plant diversity in modulating ecosystem functioning have received little attention. In this study, we assessed the influence of biodiversity, abiotic and biotic novelty on ecosystem functioning based on in situ measurements in non-manipulated grasslands along an urbanization gradient in Berlin (Germany). We focused on plant aboveground biomass (AGB), intrinsic water-use efficiency (iWUE) and N-15 enrichment factor (Delta delta N-15) as proxies for biomass production, water and N cycling, respectively, within grassland communities, and tested how they change with plant biogeographic status (native vs alien), functional group and species identity. Approximately one third of the forb species were alien to Berlin and they were responsible for 13.1% of community AGB. Community AGB was positively correlated with plant-species richness. In contrast, iWUE and Delta delta N-15 were mostly determined by light availability (depicted by sky view factor) and urban parameters like the percentage of impervious surface or human population density. We found that abiotic novelty potentially favors aliens in Berlin, mainly by enhancing their dispersal and fitness under drought. Mainly urban parameters indicating abiotic novelty were significantly correlated to both alien and native Delta delta N-15, but to AGB and iWUE of alien plants only, pointing to a stronger impact of abiotic novelty on N cycling compared to C and water cycling. At the species level, sky view factor appeared to be the prevailing driver of photosynthetic performance and resource-use efficiency. Although we identified a significant impact of abiotic novelty on AGB, iWUE and Delta delta N-15 at different levels, the relationship between species richness and community AGB found in the urban grasslands studied in Berlin was comparable to that described in non-urban experimental grasslands in Europe. Hence, our results indicate that conserving and enhancing biodiversity in urban ecosystems is essential to preserve ecosystem services related to AGB production. For ensuring the provision of ecosystem services associated to water and N use, however, changes in urban abiotic parameters seem necessary.",2019,10.1371/journal.pone.0225438,Gesamtreview,Kohlenstoffkreislauf,Kohlenstoffspeicherung,Artenvielfalt,pos,Feld,Urbanes Grasland,Deutschland,Berlin,Urbane Räume,Gräser,Ökosystem,Pflanzen,Kohlenstoffspeicherung,,Urbane Räume,"Regulierung der physikalischen, chemischen und biologischen Bedingungen",Atmosphärische Zusammensetzung und Bedingungen,Regulierung der chemischen Zusammensetzung der Atmosphäre und der Ozeane,2.2.6.1,Regulierung,Regulierung der chemischen Zusammensetzung
Ja,"Holscher, D, Hertel, D, Koenies, H",Soil nutrient supply and biomass production in a mixed forest on a skeleton-rich soil and an adjacent beech forest,JOURNAL OF PLANT NUTRITION AND SOIL SCIENCE,"In the natural forest communities of Central Europe, beech (Fagus sylvatica L.) predominates in the tree layer over a wide range of soil conditions. An exception with respect to the dominance of beech are skeleton-rich soils such as screes where up to 10 broad-leaved trees co-exist. In such a Tilia-Fagus-Fraxinus-Acer-Ulmus forest and an adjacent mono-specific beech forest we compared (1) soil nutrient pools and net nitrogen mineralization rates,, (2) leaf nutrient levels, and (3) leaf litter production and stem increment rates in order to evaluate the relationship between soil conditions and tree species composition. In the mixed forest only a small quantity of fine earth was present (35 g l(-1)) which was distributed in patches between basalt stones;, whereas a significantly higher (P < 0.05) Soil quantity (182 g l(-1)) was found in the beech forest. In the soil patches of the. mixed forest C and N concentrations and also concentrations of exchangeable nutrients (K, Ca, Mg) were significantly higher than in the beech forest. - Net N mineralization rates on soil dry weight basis in the mixed forest exceeded those in the beech forest by a factor of 2.6. Due to differences in fine earth and stone contents, the volume related soil K pool and the N mineralization rate were lower in-the mixed forest (52 kg N ha(-1) yr(-1), 0 40 cm depth) than in the beech forest (105 kg N ha(-1) yr(-1)). The leaf N and K concentrations of the beech trees did not differ significantly between the stands, which-suggests that plant nutrition was not impaired. In the mixed forest leaf litter fall (11%) and the increment rate of stem basal area (52%) were lower than in the beech forest. Thus, compared with the adjacent beech forest, the mixed forest stand was characterized by a low volume of patchy distributed nutrient-rich soil, a lower volume related K pool and N mineralization rate, and low rates of stem increment. Together with other factors such as m water availability these Patterns may contribute to an explanation of the diverse tree species composition on Central European screes.",2002,10.1002/jpln.200290001,Gesamtreview,Kohlenstoffkreislauf,Kohlenstoffspeicherung,Artenvielfalt,pos,Feld,pur Buche vs. Mix Wald,Deutschland,Zierenberg,Wald,"Sommerlinde, Buche, Gemeine Esche, Spitzahorn, Bergahorn, Ulme",Bestand,Bäume,Kohlenstoffspeicherung,,Wald,"Regulierung der physikalischen, chemischen und biologischen Bedingungen",Atmosphärische Zusammensetzung und Bedingungen,Regulierung der chemischen Zusammensetzung der Atmosphäre und der Ozeane,2.2.6.1,Regulierung,Regulierung der chemischen Zusammensetzung
Ja,"Holscher, D, Hertel, D, Koenies, H",Soil nutrient supply and biomass production in a mixed forest on a skeleton-rich soil and an adjacent beech forest,JOURNAL OF PLANT NUTRITION AND SOIL SCIENCE,"In the natural forest communities of Central Europe, beech (Fagus sylvatica L.) predominates in the tree layer over a wide range of soil conditions. An exception with respect to the dominance of beech are skeleton-rich soils such as screes where up to 10 broad-leaved trees co-exist. In such a Tilia-Fagus-Fraxinus-Acer-Ulmus forest and an adjacent mono-specific beech forest we compared (1) soil nutrient pools and net nitrogen mineralization rates,, (2) leaf nutrient levels, and (3) leaf litter production and stem increment rates in order to evaluate the relationship between soil conditions and tree species composition. In the mixed forest only a small quantity of fine earth was present (35 g l(-1)) which was distributed in patches between basalt stones;, whereas a significantly higher (P < 0.05) Soil quantity (182 g l(-1)) was found in the beech forest. In the soil patches of the. mixed forest C and N concentrations and also concentrations of exchangeable nutrients (K, Ca, Mg) were significantly higher than in the beech forest. - Net N mineralization rates on soil dry weight basis in the mixed forest exceeded those in the beech forest by a factor of 2.6. Due to differences in fine earth and stone contents, the volume related soil K pool and the N mineralization rate were lower in-the mixed forest (52 kg N ha(-1) yr(-1), 0 40 cm depth) than in the beech forest (105 kg N ha(-1) yr(-1)). The leaf N and K concentrations of the beech trees did not differ significantly between the stands, which-suggests that plant nutrition was not impaired. In the mixed forest leaf litter fall (11%) and the increment rate of stem basal area (52%) were lower than in the beech forest. Thus, compared with the adjacent beech forest, the mixed forest stand was characterized by a low volume of patchy distributed nutrient-rich soil, a lower volume related K pool and N mineralization rate, and low rates of stem increment. Together with other factors such as m water availability these Patterns may contribute to an explanation of the diverse tree species composition on Central European screes.",2002,10.1002/jpln.200290001,Gesamtreview,Kohlenstoffkreislauf,Kohlenstoffspeicherung,Artenvielfalt,pos,Feld,pur Buche vs. Mix Wald,Deutschland,Zierenberg,Wald,"Sommerlinde, Buche, Gemeine Esche, Spitzahorn, Bergahorn, Ulme",Bestand,Bäume,Kohlenstoffspeicherung,,Wald,"Regulierung der physikalischen, chemischen und biologischen Bedingungen",Atmosphärische Zusammensetzung und Bedingungen,Regulierung der chemischen Zusammensetzung der Atmosphäre und der Ozeane,2.2.6.1,Regulierung,Regulierung der chemischen Zusammensetzung
Ja,"Domisch, T., Finér, L., Dawud, S. M., Vesterdal, L., & Raulund-Rasmussen, K",Does species richness affect fine root biomass and production in young forest plantations?,Oecologia,,2015,10.1007/s00442-014-3107-3,Wald Tabelle,Kohlenstoffkreislauf,Kohlenstoffspeicherung,Artenvielfalt,pos,Feld,nur topsoil,Deutschland,,Wald,"Buche, Eiche, Tanne, Fichte",,Bäume,Kohlenstoffspeicherung,,Wald,"Regulierung der physikalischen, chemischen und biologischen Bedingungen",Atmosphärische Zusammensetzung und Bedingungen,Regulierung der chemischen Zusammensetzung der Atmosphäre und der Ozeane,2.2.6.1,Regulierung,Regulierung der chemischen Zusammensetzung
